['ERROR]2023-05-15 13:17:15,309(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.Loggerload1)-Error - You can not divide a number by zero
['INFO ]2023-05-22 11:18:10,384(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:18:12,798(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Tree topic and click Run button
['INFO ]2023-05-22 11:18:12,811(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Message will be displayed for valid Python code on run Output with Valid Python code
['ERROR]2023-05-22 11:18:13,988(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Tree topic and click Run button
['WARN ]2023-05-22 11:18:14,013(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Tree Page
['INFO ]2023-05-22 11:18:14,046(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Tree page of selected topic
['INFO ]2023-05-22 11:18:14,386(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks select topics covered on Tree page
['INFO ]2023-05-22 11:18:14,660(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Tree of selected topic page
['INFO ]2023-05-22 11:18:14,666(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:18:17,092(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Tree topic and click Run button
['INFO ]2023-05-22 11:18:17,107(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Message will be displayed for valid Python code on run Output with Valid Python code
['ERROR]2023-05-22 11:18:18,281(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Tree topic and click Run button
['WARN ]2023-05-22 11:18:18,311(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Tree Page
['INFO ]2023-05-22 11:18:18,339(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Tree page of selected topic
['INFO ]2023-05-22 11:18:19,491(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks select topics covered on Tree page
['INFO ]2023-05-22 11:18:19,786(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Tree of selected topic page
['INFO ]2023-05-22 11:18:19,796(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:18:22,209(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Tree topic and click Run button
['INFO ]2023-05-22 11:18:22,224(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Message will be displayed for valid Python code on run Output with Valid Python code
['ERROR]2023-05-22 11:18:23,379(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Tree topic and click Run button
['WARN ]2023-05-22 11:18:23,412(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Tree Page
['INFO ]2023-05-22 11:18:23,438(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Tree page of selected topic
['INFO ]2023-05-22 11:18:23,854(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks select topics covered on Tree page
['INFO ]2023-05-22 11:18:24,134(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the Tree of selected topic page
['INFO ]2023-05-22 11:18:24,139(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:18:26,534(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Tree topic and click Run button
['INFO ]2023-05-22 11:18:26,547(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Message will be displayed for valid Python code on run Output with Valid Python code
['ERROR]2023-05-22 11:18:27,717(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor for Tree topic and click Run button
['WARN ]2023-05-22 11:18:27,744(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Tree Page
['INFO ]2023-05-22 11:18:27,773(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Tree page of selected topic
['INFO ]2023-05-22 11:18:27,971(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Practice Questions Page on Tree Page
['INFO ]2023-05-22 11:18:27,976(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected to a Practice Questions Page of selected Tree Topic Page
['INFO ]2023-05-22 11:18:28,016(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User is on practice page of Tree
['INFO ]2023-05-22 11:18:29,872(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-the user select_from_homepage_drop_down_menu
['INFO ]2023-05-22 11:18:31,648(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User will be navigated to Graph page
['INFO ]2023-05-22 11:18:32,009(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User click select topics covered on Graph page
['INFO ]2023-05-22 11:18:32,316(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Graph of selected topic page
['INFO ]2023-05-22 11:18:32,322(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:18:35,660(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Graph topic and click Run button
['INFO ]2023-05-22 11:18:35,691(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for Graph Page
['ERROR]2023-05-22 11:18:36,851(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor from  {string} for Graph topic and click Run button
['WARN ]2023-05-22 11:18:36,870(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Graph Page
['INFO ]2023-05-22 11:18:36,926(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Graph page of selected topic
['INFO ]2023-05-22 11:18:37,119(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User click select topics covered on Graph page
['INFO ]2023-05-22 11:18:37,437(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the  Graph of selected topic page
['INFO ]2023-05-22 11:18:37,446(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:18:40,855(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter valid Python code in tryEditor for Graph topic and click Run button
['INFO ]2023-05-22 11:18:40,870(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for for Graph Page
['ERROR]2023-05-22 11:18:42,086(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor from  {string} for Graph topic and click Run button
['WARN ]2023-05-22 11:18:42,105(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Graph Page
['INFO ]2023-05-22 11:18:42,155(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Graph page of selected topic
['INFO ]2023-05-22 11:18:42,202(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on graph page of selected topic
['INFO ]2023-05-22 11:18:42,386(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Practice Questions Page on Graph Page
['INFO ]2023-05-22 11:18:42,386(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected to a Practice Questions Page of selected Graph Topic Page
['INFO ]2023-05-22 11:30:42,077(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Test is running on ChromeDriver: chrome on WINDOWS (86845fca2f9f8eba6712707b31c87501)
['INFO ]2023-05-22 11:30:42,085(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Driver is Initialized
['INFO ]2023-05-22 11:30:42,130(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User launches the Chrome browser
['INFO ]2023-05-22 11:30:42,604(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user opens DS Algo portal link
['INFO ]2023-05-22 11:30:43,611(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks the Get Started button
['INFO ]2023-05-22 11:30:43,632(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be redirected to homepage with page title as {string}
['INFO ]2023-05-22 11:30:44,773(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks on Get Started link on homepage without login
['WARN ]2023-05-22 11:30:44,810(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user get warning message
['INFO ]2023-05-22 11:30:46,593(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user select options from dropbox menu on homepage without login
['WARN ]2023-05-22 11:30:46,625(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user get warning message
['INFO ]2023-05-22 11:30:48,794(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on Home Page of DS Algo Portal
['INFO ]2023-05-22 11:30:49,492(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks the Register button on Home page
['INFO ]2023-05-22 11:30:49,507(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User will be navigated to Register Page with title as Registration
['INFO ]2023-05-22 11:30:50,336(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks the Register button on register page with all fields value empty
['ERROR]2023-05-22 11:30:50,519(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Error message is displayed as Please fill out this field
['INFO ]2023-05-22 11:30:51,403(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks the Register button on register page with valid Username and Password fields value empty
['ERROR]2023-05-22 11:30:51,585(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Error message is displayed as Please fill out this field
['INFO ]2023-05-22 11:30:52,417(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks the Register link on register page with Password and confirmPassword fields value empty
['ERROR]2023-05-22 11:30:52,542(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Error message is displayed as Please fill out this field
['INFO ]2023-05-22 11:30:54,118(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User enter Invalid signUp details on register page from Excel Sheet
['INFO ]2023-05-22 11:30:54,803(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks Register button
['ERROR]2023-05-22 11:30:54,902(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Registration failed and error message is displayed
['INFO ]2023-05-22 11:30:55,718(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User enter Invalid signUp details on register page from Excel Sheet
['INFO ]2023-05-22 11:30:56,400(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks Register button
['ERROR]2023-05-22 11:30:56,523(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Registration failed and error message is displayed
['INFO ]2023-05-22 11:30:57,366(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User enter Invalid signUp details on register page from Excel Sheet
['INFO ]2023-05-22 11:30:58,047(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks Register button
['ERROR]2023-05-22 11:30:58,177(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Registration failed and error message is displayed
['INFO ]2023-05-22 11:30:59,016(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User enter Invalid signUp details on register page from Excel Sheet
['INFO ]2023-05-22 11:30:59,733(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks Register button
['ERROR]2023-05-22 11:30:59,845(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Registration failed and error message is displayed
['INFO ]2023-05-22 11:31:00,175(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User enter Valid signUp details on register page UserName, Password and ConfirmPassword 
['INFO ]2023-05-22 11:31:01,043(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks Register button
['INFO ]2023-05-22 11:31:01,066(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User will be navigated to Home page of DS Algo
['INFO ]2023-05-22 11:31:03,103(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-success Message will be displayed as Logged out successfully
['INFO ]2023-05-22 11:31:03,431(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks on signOut link on Home page
['INFO ]2023-05-22 11:31:05,475(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Message will be displayed as Logged out successfully
['INFO ]2023-05-22 11:31:07,649(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on Home Page of DS Algo Portal
['INFO ]2023-05-22 11:31:07,852(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks on signIn link on Home page
['INFO ]2023-05-22 11:31:08,006(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is navigated to Login Page
['INFO ]2023-05-22 11:31:10,944(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User entered login details from Excel sheet
['ERROR]2023-05-22 11:31:10,965(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Error message is displayed as Invalid user login 
['INFO ]2023-05-22 11:31:13,089(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on Home Page of DS Algo Portal
['INFO ]2023-05-22 11:31:13,287(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks on signIn link on Home page
['INFO ]2023-05-22 11:31:13,417(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is navigated to Login Page
['INFO ]2023-05-22 11:31:16,321(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User entered login details from Excel sheet
['ERROR]2023-05-22 11:31:16,343(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Error message is displayed as Invalid user login 
['INFO ]2023-05-22 11:31:17,366(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User entered Username and Password 
['INFO ]2023-05-22 11:31:19,429(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Success message is displayed
['INFO ]2023-05-22 11:31:21,454(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is navigated to Home page of DsAlgo Portal
['INFO ]2023-05-22 11:31:21,715(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks on signOut link on Home page
['INFO ]2023-05-22 11:31:23,737(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Message will be displayed as Logged out successfully
['INFO ]2023-05-22 11:31:25,906(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on Home Page of DS Algo Portal
['INFO ]2023-05-22 11:31:26,091(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks on signIn link on Home page
['INFO ]2023-05-22 11:31:27,054(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User entered Username and Password 
['INFO ]2023-05-22 11:31:29,083(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is navigated to Home page of DsAlgo Portal
['INFO ]2023-05-22 11:31:29,900(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks on DataStructure GetStarted button 
['INFO ]2023-05-22 11:31:29,916(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User will be navigated to Data Structures-Introduction page
['INFO ]2023-05-22 11:31:30,159(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks on Time Complexity link
['INFO ]2023-05-22 11:31:30,167(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User will be navigated to time-complexity page
['INFO ]2023-05-22 11:31:30,854(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Try Here button in the datastructure page
['INFO ]2023-05-22 11:31:30,861(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected tryEditor page title as {string} with a Run button to test Python code
['INFO ]2023-05-22 11:31:32,300(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Python code in tryEditor from DataStructures topic and click Run button
['INFO ]2023-05-22 11:31:32,318(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for DataStructure Page
['INFO ]2023-05-22 11:31:34,728(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Python code in tryEditor from DataStructures topic and click Run button
['INFO ]2023-05-22 11:31:34,743(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with the Run output for valid Python code and Message for DataStructure Page
['INFO ]2023-05-22 11:31:34,787(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to dataStructure page of selected topic
['INFO ]2023-05-22 11:31:34,969(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User clicks Practice Questions Page on DataStructure Page
['INFO ]2023-05-22 11:31:34,974(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be redirected to a Practice Questions Page of selected DataStructure Topic Page
['INFO ]2023-05-22 11:31:35,019(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User is on practice page of data Structure
['INFO ]2023-05-22 11:31:36,814(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user select Array option from dropbox menu
['INFO ]2023-05-22 11:31:36,825(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user is navigate to Array Page
['INFO ]2023-05-22 11:31:37,703(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user click on topiclist link on Array page
['INFO ]2023-05-22 11:31:37,953(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks on Try Here button of selected topic
['INFO ]2023-05-22 11:31:39,273(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User Enter valid Python code in tryEditor from topiclist in Array and click Run button
['INFO ]2023-05-22 11:31:39,298(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be presented with the Run output for valid Python code and massege for Array Page
['ERROR]2023-05-22 11:31:40,621(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor from topiclist in Array and click Run button
['WARN ]2023-05-22 11:31:40,641(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Array Page
['INFO ]2023-05-22 11:31:40,664(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Array topic list
['INFO ]2023-05-22 11:31:40,959(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user click on topiclist link on Array page
['INFO ]2023-05-22 11:31:41,214(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks on Try Here button of selected topic
['INFO ]2023-05-22 11:31:42,554(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User Enter valid Python code in tryEditor from topiclist in Array and click Run button
['INFO ]2023-05-22 11:31:42,570(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be presented with the Run output for valid Python code and massege for Array Page
['ERROR]2023-05-22 11:31:43,888(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor from topiclist in Array and click Run button
['WARN ]2023-05-22 11:31:43,902(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Array Page
['INFO ]2023-05-22 11:31:43,924(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Array topic list
['INFO ]2023-05-22 11:31:44,198(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user click on topiclist link on Array page
['INFO ]2023-05-22 11:31:44,452(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks on Try Here button of selected topic
['INFO ]2023-05-22 11:31:45,818(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User Enter valid Python code in tryEditor from topiclist in Array and click Run button
['INFO ]2023-05-22 11:31:45,833(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be presented with the Run output for valid Python code and massege for Array Page
['ERROR]2023-05-22 11:31:47,184(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor from topiclist in Array and click Run button
['WARN ]2023-05-22 11:31:47,200(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Array Page
['INFO ]2023-05-22 11:31:47,221(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Array topic list
['INFO ]2023-05-22 11:31:47,500(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user click on topiclist link on Array page
['INFO ]2023-05-22 11:31:47,760(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user clicks on Try Here button of selected topic
['INFO ]2023-05-22 11:31:49,130(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User Enter valid Python code in tryEditor from topiclist in Array and click Run button
['INFO ]2023-05-22 11:31:49,149(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be presented with the Run output for valid Python code and massege for Array Page
['ERROR]2023-05-22 11:31:50,482(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Enter Invalid Python code in tryEditor from topiclist in Array and click Run button
['WARN ]2023-05-22 11:31:50,497(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User should be presented with alert and no runOutput for Invalid Python code for Array Page
['INFO ]2023-05-22 11:31:50,517(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Array topic list
['INFO ]2023-05-22 11:31:50,719(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user click on practice Question
['INFO ]2023-05-22 11:31:50,724(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User will be navigated to Practice Question in Array page 
['INFO ]2023-05-22 11:31:51,040(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user click links on practice question Array page
['INFO ]2023-05-22 11:31:53,613(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User entered valid Python code in tryEditor by using excel sheet click Run button
['INFO ]2023-05-22 11:31:53,624(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be presented with the Run output for valid Python code and massege for Array Page
['INFO ]2023-05-22 11:31:53,652(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Array topic list
['INFO ]2023-05-22 11:31:53,931(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user click links on practice question Array page
['INFO ]2023-05-22 11:31:56,507(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User entered valid Python code in tryEditor by using excel sheet click Run button
['INFO ]2023-05-22 11:31:56,532(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be presented with the Run output for valid Python code and massege for Array Page
['INFO ]2023-05-22 11:31:56,555(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Array topic list
['INFO ]2023-05-22 11:31:56,807(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user click links on practice question Array page
['INFO ]2023-05-22 11:31:59,389(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User entered valid Python code in tryEditor by using excel sheet click Run button
['INFO ]2023-05-22 11:31:59,404(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be presented with the Run output for valid Python code and massege for Array Page
['INFO ]2023-05-22 11:31:59,428(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Array topic list
['INFO ]2023-05-22 11:31:59,739(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user click links on practice question Array page
['INFO ]2023-05-22 11:32:02,350(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User entered valid Python code in tryEditor by using excel sheet click Run button
['INFO ]2023-05-22 11:32:02,370(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The user should be presented with the Run output for valid Python code and massege for Array Page
['INFO ]2023-05-22 11:32:02,393(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User navigate back to Array topic list
['INFO ]2023-05-22 11:32:02,440(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The User is on practice page of Array
['INFO ]2023-05-22 11:32:04,370(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-the user select_from_homepage_drop_down_menu
